2109, 4.2, 0.993, 3.964, , 227, , 322
3110, 4.2, 0.993, 3.964, , 228, , 306
4110, 4.2, 0.993, 3.964, , 229, , 292
5123, 4.2, 0.993, 3.964, , 230, , 292
6123, 4.2, 0.995, 3.964, , 230, , 288
7121, 4.2, 0.993, 3.964, , 231, , 286
8120, 4.2, 0.993, 3.964, , 232, , 287
9119, 4.2, 0.995, 3.964, , 233, , 321
10123, 4.2, 0.993, 3.965, , 234, , 285
11120, 4.2, 0.993, 3.965, , 235, , 283
12116, 4.2, 0.995, 3.965, , 236, , 295
13116, 4.2, 0.993, 3.965, , 237, , 277
14114, 4.2, 0.993, 3.965, , 238, , 286
15113, 4.2, 0.993, 3.965, , 239, , 298
16113, 4.2, 0.993, 3.965, , 240, , 279
17111, 4.2, 0.993, 3.966, , 240, , 283
18112, 4.2, 0.995, 3.966, , 241, , 288
19110, 4.2, 0.993, 3.966, , 242, , 288
20124, 4.2, 0.995, 3.966, , 243, , 283
21110, 4.2, 0.993, 3.966, , 244, , 283
22109, 4.2, 0.993, 3.966, , 245, , 286
23121, 4.2, 0.993, 3.966, , 246, , 287
24121, 4.2, 0.993, 3.966, , 247, , 279
25119, 4.2, 0.993, 3.967, , 248, , 288
26121, 4.2, 0.993, 3.967, , 249, , 287
27118, 4.2, 0.993, 3.967, , 250, , 281
28118, 4.2, 0.995, 3.967, , 250, , 287
29117, 4.2, 0.993, 3.967, , 251, , 289
30119, 4.2, 0.993, 3.967, , 252, , 576
31117, 4.2, 0.993, 3.968, , 253, , 282
32116, 4.2, 0.995, 3.968, , 254, , 282
33114, 4.2, 0.993, 3.968, , 255, , 281
34113, 4.2, 0.993, 3.968, , 256, , 282
35111, 4.2, 0.993, 3.968, , 257, , 276
36109, 4.2, 0.993, 3.968, , 258, , 283
37124, 4.2, 0.993, 3.968, , 259, , 286
38109, 4.2, 0.993, 3.968, , 260, , 275
39122, 4.2, 0.993, 3.968, , 260, , 287
40123, 4.2, 0.993, 3.968, , 261, , 283
41124, 4.2, 0.993, 3.969, , 262, , 284
42122, 4.2, 0.995, 3.969, , 263, , 276
43121, 4.2, 0.993, 3.969, , 264, , 287
44121, 4.2, 0.995, 3.969, , 265, , 282
45118, 4.2, 0.995, 3.969, , 266, , 279
46117, 4.2, 0.993, 3.97, , 267, , 283
47116, 4.2, 0.993, 3.97, , 268, , 284
48115, 4.2, 0.993, 3.97, , 269, , 278
49114, 4.2, 0.993, 3.97, , 270, , 283
50115, 4.2, 0.993, 3.97, , 270, , 288
51113, 4.2, 0.993, 3.97, , 271, , 285
52114, 4.2, 0.993, 3.97, , 272, , 275
53113, 4.2, 0.993, 3.97, , 273, , 284
54110, 4.2, 0.993, 3.971, , 274, , 282
55109, 4.2, 0.993, 3.971, , 275, , 289
56124, 4.2, 0.995, 3.971, , 276, , 280
57124, 4.2, 0.993, 3.971, , 277, , 282
