2052, 3.78, 0.497, 3.574, , 0, , 369
3052, 3.78, 0.497, 3.574, , 2, , 298
4056, 3.79, 0.497, 3.711, , 5, , 310
5058, 3.79, 0.497, 3.711, , 9, , 323
6061, 3.79, 0.497, 3.715, , 13, , 303
7063, 3.79, 0.497, 3.718, , 16, , 299
8066, 3.79, 0.497, 3.718, , 20, , 280
9052, 3.79, 0.497, 3.719, , 23, , 325
10055, 3.8, 0.497, 3.719, , 27, , 306
11052, 3.8, 0.497, 3.722, , 31, , 317
12071, 3.8, 0.497, 3.723, , 34, , 305
13073, 3.8, 0.497, 3.723, , 38, , 285
14053, 3.8, 0.497, 3.725, , 41, , 297
15056, 3.8, 0.497, 3.727, , 45, , 283
16058, 3.8, 0.497, 3.727, , 49, , 307
17060, 3.8, 0.497, 3.728, , 52, , 291
18063, 3.8, 0.497, 3.728, , 56, , 601
19065, 3.8, 0.497, 3.729, , 59, , 323
20068, 3.8, 0.497, 3.731, , 63, , 306
21054, 3.8, 0.497, 3.731, , 67, , 296
22056, 3.8, 0.497, 3.732, , 70, , 294
23058, 3.8, 0.497, 3.733, , 74, , 291
24061, 3.8, 0.497, 3.733, , 77, , 288
25063, 3.8, 0.497, 3.735, , 81, , 299
26065, 3.8, 0.497, 3.735, , 85, , 297
27067, 3.8, 0.497, 3.736, , 88, , 294
28054, 3.8, 0.497, 3.737, , 92, , 306
29055, 3.8, 0.497, 3.737, , 95, , 304
30058, 3.81, 0.497, 3.738, , 99, , 284
31061, 3.81, 0.497, 3.738, , 103, , 280
32064, 3.81, 0.497, 3.739, , 106, , 310
33066, 3.81, 0.497, 3.74, , 110, , 298
34052, 3.81, 0.497, 3.74, , 113, , 302
35054, 3.81, 0.497, 3.741, , 117, , 298
36056, 3.81, 0.497, 3.742, , 121, , 313
37058, 3.81, 0.497, 3.742, , 124, , 359
38053, 3.81, 0.497, 3.743, , 128, , 297
39052, 3.81, 0.497, 3.743, , 132, , 298
40053, 3.81, 0.497, 3.743, , 135, , 309
41052, 3.81, 0.497, 3.744, , 139, , 313
42053, 3.81, 0.497, 3.744, , 142, , 294
43055, 3.81, 0.497, 3.745, , 146, , 308
44057, 3.81, 0.497, 3.746, , 150, , 305
45059, 3.82, 0.497, 3.746, , 153, , 302
46060, 3.81, 0.497, 3.747, , 157, , 286
47052, 3.82, 0.497, 3.747, , 160, , 314
48052, 3.82, 0.497, 3.748, , 164, , 295
49066, 3.82, 0.497, 3.748, , 168, , 297
50056, 3.82, 0.497, 3.748, , 171, , 300
51056, 3.82, 0.497, 3.749, , 175, , 283
52059, 3.82, 0.497, 3.75, , 178, , 296
53061, 3.82, 0.497, 3.75, , 182, , 292
54064, 3.82, 0.497, 3.751, , 186, , 289
55066, 3.82, 0.497, 3.751, , 189, , 297
56053, 3.82, 0.497, 3.751, , 193, , 281
57052, 3.82, 0.497, 3.752, , 196, , 281
58053, 3.82, 0.497, 3.752, , 200, , 300
59062, 3.82, 0.497, 3.752, , 204, , 292
60053, 3.82, 0.497, 3.753, , 207, , 297
61053, 3.82, 0.497, 3.753, , 211, , 300
62074, 3.82, 0.497, 3.753, , 214, , 288
63057, 3.82, 0.497, 3.753, , 218, , 304
64056, 3.82, 0.497, 3.754, , 222, , 307
65058, 3.82, 0.497, 3.755, , 225, , 294
66053, 3.82, 0.497, 3.755, , 229, , 298
67065, 3.82, 0.497, 3.755, , 232, , 291
68052, 3.82, 0.497, 3.755, , 236, , 305
69054, 3.82, 0.497, 3.755, , 240, , 299
70057, 3.83, 0.497, 3.756, , 243, , 296
71052, 3.83, 0.497, 3.756, , 247, , 285
72068, 3.83, 0.497, 3.757, , 250, , 300
73052, 3.83, 0.497, 3.757, , 254, , 329
74057, 3.83, 0.497, 3.757, , 258, , 294
75058, 3.83, 0.497, 3.758, , 261, , 292
76061, 3.83, 0.497, 3.758, , 265, , 296
77063, 3.83, 0.497, 3.758, , 269, , 285
78052, 3.83, 0.497, 3.758, , 272, , 311
79052, 3.83, 0.497, 3.758, , 276, , 327
80056, 3.83, 0.497, 3.759, , 279, , 289
81053, 3.83, 0.497, 3.759, , 283, , 310
82062, 3.83, 0.497, 3.759, , 287, , 283
83064, 3.83, 0.497, 3.76, , 290, , 297
84067, 3.83, 0.497, 3.76, , 294, , 291
85053, 3.83, 0.497, 3.76, , 297, , 328
86056, 3.83, 0.497, 3.76, , 301, , 316
87059, 3.83, 0.497, 3.76, , 305, , 298
88061, 3.83, 0.497, 3.761, , 308, , 295
89062, 3.83, 0.497, 3.762, , 312, , 293
90065, 3.83, 0.497, 3.762, , 315, , 304
91067, 3.83, 0.497, 3.762, , 319, , 298
92062, 3.83, 0.497, 3.762, , 323, , 292
93059, 3.83, 0.497, 3.762, , 326, , 291
94061, 3.83, 0.497, 3.763, , 330, , 289
95065, 3.83, 0.497, 3.763, , 333, , 296
96052, 3.83, 0.497, 3.763, , 337, , 296
97054, 3.83, 0.497, 3.763, , 341, , 307
98056, 3.83, 0.497, 3.763, , 344, , 290
99059, 3.83, 0.497, 3.763, , 348, , 285
100061, 3.83, 0.497, 3.763, , 351, , 292
101063, 3.83, 0.497, 3.764, , 355, , 296
102065, 3.83, 0.497, 3.764, , 359, , 293
103067, 3.83, 0.497, 3.764, , 362, , 290
104054, 3.83, 0.497, 3.765, , 366, , 300
105055, 3.83, 0.497, 3.765, , 369, , 298
106058, 3.83, 0.497, 3.765, , 373, , 295
107060, 3.83, 0.497, 3.765, , 377, , 295
108062, 3.83, 0.497, 3.765, , 380, , 290
109064, 3.84, 0.497, 3.766, , 384, , 287
110066, 3.83, 0.497, 3.766, , 387, , 301
111053, 3.84, 0.497, 3.766, , 391, , 301
112055, 3.84, 0.497, 3.766, , 395, , 295
113057, 3.84, 0.497, 3.766, , 398, , 297
114060, 3.84, 0.497, 3.766, , 402, , 287
115052, 3.84, 0.497, 3.767, , 406, , 297
116052, 3.84, 0.497, 3.767, , 409, , 330
117054, 3.84, 0.497, 3.767, , 413, , 290
118056, 3.84, 0.497, 3.767, , 416, , 296
119059, 3.84, 0.497, 3.767, , 420, , 285
120061, 3.84, 0.497, 3.767, , 424, , 323
121066, 3.84, 0.497, 3.767, , 427, , 291
122052, 3.84, 0.497, 3.767, , 431, , 289
123054, 3.84, 0.497, 3.768, , 434, , 301
124056, 3.84, 0.497, 3.768, , 438, , 295
125059, 3.84, 0.497, 3.768, , 442, , 311
126060, 3.84, 0.497, 3.769, , 445, , 308
127061, 3.84, 0.497, 3.769, , 449, , 308
128063, 3.84, 0.497, 3.769, , 452, , 287
129065, 3.84, 0.497, 3.769, , 456, , 285
130067, 3.84, 0.497, 3.769, , 460, , 296
131053, 3.84, 0.497, 3.769, , 463, , 296
132056, 3.84, 0.497, 3.769, , 467, , 290
133057, 3.84, 0.497, 3.77, , 470, , 289
134061, 3.84, 0.497, 3.77, , 474, , 295
135064, 3.84, 0.497, 3.77, , 478, , 296
136066, 3.84, 0.497, 3.77, , 481, , 295
137054, 3.84, 0.497, 3.77, , 485, , 288
138057, 3.84, 0.497, 3.77, , 488, , 301
139060, 3.84, 0.497, 3.77, , 492, , 279
140062, 3.84, 0.497, 3.77, , 496, , 294
141065, 3.84, 0.497, 3.771, , 499, , 298
142067, 3.84, 0.497, 3.771, , 503, , 287
143054, 3.84, 0.497, 3.771, , 506, , 300
144056, 3.84, 0.497, 3.771, , 510, , 296
145059, 3.84, 0.497, 3.771, , 514, , 284
146061, 3.84, 0.497, 3.771, , 517, , 289
147063, 3.84, 0.497, 3.772, , 521, , 299
148065, 3.84, 0.497, 3.772, , 524, , 298
149052, 3.84, 0.497, 3.772, , 528, , 295
150054, 3.84, 0.497, 3.772, , 532, , 294
151056, 3.84, 0.497, 3.772, , 535, , 291
152058, 3.84, 0.497, 3.772, , 539, , 298
153060, 3.84, 0.497, 3.772, , 542, , 295
154062, 3.84, 0.497, 3.773, , 546, , 298
155052, 3.84, 0.497, 3.773, , 550, , 298
156071, 3.84, 0.497, 3.773, , 553, , 302
157073, 3.84, 0.497, 3.773, , 557, , 285
158053, 3.84, 0.497, 3.773, , 561, , 295
159055, 3.84, 0.497, 3.773, , 564, , 315
160057, 3.84, 0.497, 3.773, , 568, , 295
161059, 3.84, 0.497, 3.773, , 571, , 295
162062, 3.84, 0.497, 3.774, , 575, , 290
163064, 3.84, 0.497, 3.774, , 579, , 288
164066, 3.84, 0.497, 3.774, , 582, , 299
165053, 3.84, 0.497, 3.774, , 586, , 296
166056, 3.85, 0.497, 3.774, , 589, , 292
167058, 3.84, 0.497, 3.774, , 593, , 289
168060, 3.84, 0.497, 3.774, , 597, , 294
169061, 3.85, 0.497, 3.774, , 600, , 295
170063, 3.85, 0.497, 3.774, , 604, , 311
171065, 3.85, 0.497, 3.774, , 607, , 293
172067, 3.85, 0.497, 3.775, , 611, , 293
173054, 3.85, 0.497, 3.775, , 615, , 297
174056, 3.85, 0.497, 3.775, , 618, , 302
175061, 3.85, 0.497, 3.775, , 622, , 295
176060, 3.85, 0.497, 3.776, , 625, , 297
177064, 3.85, 0.497, 3.776, , 629, , 290
178067, 3.85, 0.497, 3.776, , 633, , 287
179054, 3.85, 0.497, 3.776, , 636, , 299
180057, 3.85, 0.497, 3.776, , 640, , 296
181060, 3.85, 0.497, 3.776, , 643, , 290
182063, 3.85, 0.497, 3.776, , 647, , 300
183065, 3.85, 0.497, 3.776, , 651, , 285
184067, 3.85, 0.497, 3.776, , 654, , 282
185053, 3.85, 0.497, 3.776, , 658, , 329
186061, 3.85, 0.497, 3.777, , 661, , 301
187068, 3.85, 0.497, 3.777, , 665, , 294
188059, 3.85, 0.497, 3.777, , 669, , 300
189062, 3.85, 0.497, 3.777, , 672, , 298
190064, 3.85, 0.497, 3.777, , 676, , 295
191067, 3.85, 0.497, 3.777, , 679, , 291
192053, 3.85, 0.497, 3.777, , 683, , 320
193055, 3.85, 0.497, 3.777, , 687, , 317
194058, 3.85, 0.497, 3.777, , 690, , 297
195062, 3.85, 0.497, 3.777, , 694, , 292
196064, 3.85, 0.497, 3.777, , 697, , 296
197066, 3.85, 0.497, 3.778, , 701, , 286
198053, 3.85, 0.497, 3.778, , 705, , 299
199054, 3.85, 0.497, 3.778, , 708, , 297
200056, 3.85, 0.497, 3.778, , 712, , 294
201067, 3.85, 0.497, 3.778, , 715, , 298
202054, 3.85, 0.497, 3.778, , 719, , 294
203056, 3.85, 0.497, 3.778, , 723, , 291
204058, 3.85, 0.497, 3.778, , 726, , 305
205061, 3.85, 0.497, 3.778, , 730, , 301
206057, 3.85, 0.497, 3.778, , 734, , 311
207065, 3.85, 0.497, 3.778, , 737, , 280
208053, 3.85, 0.497, 3.778, , 741, , 291
209056, 3.85, 0.497, 3.779, , 744, , 298
210057, 3.85, 0.497, 3.779, , 748, , 299
211060, 3.85, 0.497, 3.779, , 752, , 296
212062, 3.85, 0.497, 3.779, , 755, , 586
213065, 3.85, 0.497, 3.779, , 759, , 289
214066, 3.85, 0.497, 3.779, , 762, , 287
215053, 3.85, 0.497, 3.78, , 766, , 297
216055, 3.85, 0.497, 3.78, , 770, , 337
217057, 3.85, 0.497, 3.78, , 773, , 293
218059, 3.85, 0.497, 3.78, , 777, , 291
219052, 3.85, 0.497, 3.78, , 780, , 330
220065, 3.85, 0.497, 3.78, , 784, , 299
221053, 3.85, 0.497, 3.78, , 788, , 294
222055, 3.85, 0.497, 3.78, , 791, , 291
223057, 3.85, 0.497, 3.78, , 795, , 288
224059, 3.85, 0.497, 3.78, , 798, , 296
225062, 3.85, 0.497, 3.78, , 802, , 295
226064, 3.85, 0.497, 3.781, , 806, , 296
227066, 3.85, 0.497, 3.781, , 809, , 291
228053, 3.85, 0.497, 3.781, , 813, , 287
229055, 3.85, 0.497, 3.781, , 816, , 294
230057, 3.85, 0.497, 3.781, , 820, , 285
231059, 3.85, 0.497, 3.781, , 824, , 295
232061, 3.85, 0.497, 3.781, , 827, , 292
233053, 3.85, 0.497, 3.781, , 831, , 299
234070, 3.85, 0.497, 3.781, , 834, , 297
235052, 3.85, 0.497, 3.781, , 838, , 315
236053, 3.85, 0.497, 3.781, , 842, , 290
237055, 3.85, 0.497, 3.781, , 845, , 295
238057, 3.85, 0.497, 3.782, , 849, , 292
239060, 3.85, 0.497, 3.782, , 852, , 296
240062, 3.85, 0.497, 3.782, , 856, , 299
241065, 3.85, 0.497, 3.782, , 860, , 295
242067, 3.85, 0.497, 3.782, , 863, , 293
243054, 3.85, 0.497, 3.782, , 867, , 307
244056, 3.85, 0.497, 3.782, , 870, , 286
245053, 3.85, 0.497, 3.782, , 874, , 313
246062, 3.85, 0.497, 3.782, , 878, , 296
247065, 3.86, 0.497, 3.783, , 881, , 291
248061, 3.85, 0.497, 3.783, , 885, , 294
249054, 3.85, 0.497, 3.783, , 888, , 300
250057, 3.85, 0.497, 3.783, , 892, , 296
251059, 3.86, 0.497, 3.783, , 896, , 293
252062, 3.86, 0.497, 3.783, , 899, , 291
253065, 3.86, 0.497, 3.783, , 903, , 285
254067, 3.86, 0.497, 3.783, , 907, , 314
255054, 3.86, 0.497, 3.783, , 910, , 294
256057, 3.85, 0.497, 3.783, , 914, , 279
257059, 3.86, 0.497, 3.783, , 917, , 287
258062, 3.86, 0.497, 3.784, , 921, , 313
259064, 3.86, 0.497, 3.784, , 925, , 297
260067, 3.86, 0.497, 3.784, , 928, , 293
261053, 3.86, 0.497, 3.784, , 932, , 291
262056, 3.86, 0.497, 3.784, , 935, , 299
263058, 3.86, 0.497, 3.784, , 939, , 296
264060, 3.86, 0.497, 3.784, , 943, , 299
265063, 3.86, 0.497, 3.784, , 946, , 293
266066, 3.86, 0.497, 3.784, , 950, , 290
267052, 3.86, 0.497, 3.784, , 953, , 299
268054, 3.86, 0.497, 3.785, , 957, , 298
269057, 3.86, 0.497, 3.785, , 961, , 296
270060, 3.86, 0.497, 3.784, , 964, , 291
271062, 3.86, 0.497, 3.785, , 968, , 289
272053, 3.86, 0.497, 3.785, , 971, , 299
273070, 3.86, 0.497, 3.785, , 975, , 294
274073, 3.86, 0.497, 3.785, , 979, , 291
275070, 3.86, 0.497, 3.785, , 982, , 276
276057, 3.86, 0.497, 3.785, , 986, , 289
277059, 3.86, 0.497, 3.785, , 989, , 302
278062, 3.86, 0.497, 3.785, , 993, , 282
279064, 3.86, 0.497, 3.785, , 997, , 295
280066, 3.86, 0.497, 3.785, , 1000, , 292
281053, 3.86, 0.497, 3.785, , 1004, , 336
282065, 3.86, 0.497, 3.785, , 1007, , 292
283068, 3.86, 0.497, 3.786, , 1011, , 287
284070, 3.86, 0.497, 3.786, , 1015, , 301
285065, 3.86, 0.497, 3.786, , 1018, , 324
286065, 3.86, 0.497, 3.786, , 1022, , 320
287066, 3.86, 0.497, 3.786, , 1025, , 286
288053, 3.86, 0.497, 3.786, , 1029, , 283
289055, 3.86, 0.497, 3.786, , 1033, , 294
290057, 3.86, 0.497, 3.786, , 1036, , 292
291059, 3.86, 0.497, 3.786, , 1040, , 289
292061, 3.86, 0.497, 3.786, , 1043, , 297
293064, 3.86, 0.497, 3.786, , 1047, , 298
294067, 3.86, 0.497, 3.786, , 1051, , 296
295055, 3.86, 0.497, 3.787, , 1054, , 289
296058, 3.86, 0.497, 3.787, , 1058, , 285
297060, 3.86, 0.497, 3.787, , 1062, , 294
298062, 3.86, 0.497, 3.787, , 1065, , 294
299053, 3.86, 0.497, 3.787, , 1069, , 302
300056, 3.86, 0.497, 3.787, , 1072, , 285
