2963, 0.64, 0.0
2950, 3.968, 0.2997
3124, 3.968, 0.2997
3296, 3.968, 0.2997
3469, 3.968, 0.2997
3640, 3.968, 0.2997
3813, 4.061, 0.2997
3984, 4.061, 0.2997
4157, 4.06, 0.2997
4329, 4.059, 0.2997
4502, 4.059, 0.2997
4674, 4.058, 0.2997
4847, 4.058, 0.2997
5020, 4.058, 0.2997
5192, 4.057, 0.2997
5364, 4.057, 0.2997
5536, 4.057, 0.2997
5709, 4.056, 0.2997
5881, 4.056, 0.2997
6053, 4.056, 0.2997
6225, 4.056, 0.2997
6398, 4.056, 0.2997
6570, 4.056, 0.2997
6743, 4.055, 0.2997
6915, 4.055, 0.2997
7087, 4.055, 0.2997
7260, 4.055, 0.2997
7431, 4.054, 0.2997
7604, 4.054, 0.2997
7776, 4.054, 0.2997
7948, 4.054, 0.2997
8120, 4.054, 0.2997
8292, 4.053, 0.2997
8463, 4.053, 0.2997
8635, 4.053, 0.2997
8807, 4.053, 0.2997
8980, 4.053, 0.2997
9153, 4.052, 0.2997
9325, 4.052, 0.2997
9498, 4.052, 0.2997
9670, 4.052, 0.2997
9843, 4.052, 0.2997
10015, 4.051, 0.2997
10188, 4.051, 0.2997
10360, 4.051, 0.2997
10533, 4.051, 0.2997
10705, 4.051, 0.2997
10878, 4.051, 0.2997
11049, 4.051, 0.2997
11222, 4.051, 0.2997
11395, 4.05, 0.2997
11567, 4.05, 0.2997
11740, 4.051, 0.2997
11912, 4.05, 0.2997
12085, 4.05, 0.2997
12257, 4.05, 0.2997
12429, 4.05, 0.2997
12601, 4.049, 0.2997
12774, 4.049, 0.2997
12946, 4.049, 0.2997
13119, 4.049, 0.2997
13291, 4.049, 0.2997
13464, 4.049, 0.2997
13636, 4.049, 0.2997
13808, 4.048, 0.2997
13981, 4.048, 0.2997
14153, 4.048, 0.2997
14326, 4.048, 0.2997
14498, 4.048, 0.2997
14670, 4.048, 0.2997
14841, 4.048, 0.2997
15013, 4.047, 0.2997
15185, 4.047, 0.2997
15358, 4.047, 0.2997
15530, 4.047, 0.2997
15703, 4.047, 0.2997
15876, 4.047, 0.2997
16048, 4.047, 0.2997
16221, 4.046, 0.2997
16392, 4.046, 0.2997
16564, 4.046, 0.2997
16739, 4.046, 0.2997
16911, 4.046, 0.2997
17083, 4.046, 0.2997
17256, 4.046, 0.2997
17428, 4.046, 0.2997
17600, 4.046, 0.2997
17773, 4.046, 0.2997
17945, 4.046, 0.2997
18118, 4.046, 0.2997
18290, 4.045, 0.2997
18463, 4.045, 0.2997
18635, 4.045, 0.2997
18808, 4.045, 0.2997
18980, 4.045, 0.2997
19153, 4.045, 0.2997
19326, 4.045, 0.2997
19498, 4.044, 0.2997
19671, 4.044, 0.2997
19842, 4.044, 0.2997
20015, 4.044, 0.2997
20187, 4.044, 0.2997
20360, 4.044, 0.2997
20531, 4.044, 0.2997
20704, 4.043, 0.2997
20876, 4.043, 0.2997
21047, 4.044, 0.2997
21220, 4.038, 0.2997
21392, 4.037, 0.2997
21565, 4.037, 0.2997
21737, 4.037, 0.2997
21910, 4.037, 0.2997
22081, 4.037, 0.2997
22254, 4.037, 0.2997
22426, 4.036, 0.2997
22598, 4.036, 0.2997
22771, 4.036, 0.2997
22943, 4.036, 0.2997
23116, 4.036, 0.2997
23287, 4.036, 0.2997
23460, 4.037, 0.2997
23632, 4.037, 0.2997
23805, 4.037, 0.2997
23977, 4.037, 0.2997
24150, 4.037, 0.2997
24322, 4.037, 0.2997
24494, 4.036, 0.2997
24667, 4.036, 0.2997
24839, 4.035, 0.2997
25011, 4.036, 0.2997
25183, 4.036, 0.2997
25356, 4.036, 0.2997
25528, 4.036, 0.2997
25701, 4.036, 0.2997
25873, 4.036, 0.2997
26045, 4.036, 0.2997
26218, 4.035, 0.2997
26390, 4.035, 0.2997
26563, 4.035, 0.2997
26735, 4.035, 0.2997
26908, 4.035, 0.2997
27080, 4.035, 0.2997
27253, 4.035, 0.2997
27425, 4.035, 0.2997
27598, 4.035, 0.2997
27770, 4.035, 0.2997
27943, 4.035, 0.2997
28115, 4.035, 0.2997
28288, 4.034, 0.2997
28460, 4.034, 0.2997
28632, 4.034, 0.2997
28805, 4.034, 0.2997
28977, 4.034, 0.2997
29150, 4.034, 0.2997
29322, 4.034, 0.2997
29495, 4.034, 0.2997
29666, 4.034, 0.2997
29839, 4.034, 0.2997
30011, 4.033, 0.2997
30183, 4.033, 0.2997
30355, 4.033, 0.2998
30528, 4.033, 0.2997
30701, 4.033, 0.2997
30873, 4.031, 0.2997
31046, 4.033, 0.2997
31218, 4.033, 0.2997
31391, 4.033, 0.2997
31563, 4.033, 0.2997
31736, 4.032, 0.2997
31908, 4.033, 0.2997
32081, 4.033, 0.2997
32253, 4.033, 0.2997
32426, 4.033, 0.2997
32599, 4.033, 0.2997
32771, 4.033, 0.2997
32944, 4.033, 0.2997
33116, 4.033, 0.2997
33289, 4.033, 0.2997
33460, 4.033, 0.2997
33633, 4.033, 0.2997
33804, 4.033, 0.2997
33977, 4.033, 0.2997
34149, 4.033, 0.2997
34322, 4.033, 0.2997
34494, 4.033, 0.2997
34667, 4.033, 0.2997
34840, 4.033, 0.2997
